PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
James Harvey,James,Harvey,SDE,2008,1427,2,0.7889,Akron,Cochranton,PA,41.5200534,-80.0483929,Cochranton
Travis Miller,Travis,Miller,APB,2008,1429,2,0.7889,Oklahoma State,Marlin,TX,31.3062874,-96.8980439,Marlin
Austin Zouzalik,Austin,Zouzalik,WR,2008,1431,2,0.7889,Texas Tech,Lubbock,TX,33.5778631,-101.8551665,Coronado
Richard Abbe,Richard,Abbe,DT,2010,2429,2,0.7333,North Texas,Lubbock,TX,33.5778631,-101.8551665,Monterey
Arrius Holleman,Arrius,Holleman,WR,2011,1820,2,0.7667,SMU,Lubbock,TX,33.5778631,-101.8551665,Monterey
Faraji Wright,Faraji,Wright,OG,2008,1436,2,0.7889,Boise State,Berkeley,CA,37.8708393,-122.2728639,Berkeley
Lucas King,Lucas,King,S,2009,2013,2,0.7667,California,Berkeley,CA,37.8708393,-122.2728639,Berkeley
Rickey Galvin,Rickey,Galvin,APB,2010,1008,3,0.8528,Washington State,Berkeley,CA,37.8708393,-122.2728639,Berkeley
Akeem Dunham,Akeem,Dunham,WR,2008,1437,2,0.7889,Vanderbilt,Eustis,FL,28.8561185,-81.67025642,Eustis
Tre Bishop,Tre,Bishop,SDE,2008,1446,2,0.7889,Western Michigan,Carleton,MI,42.0592101,-83.3907658,Airport Senior
Charles Chapman,Charles,Chapman,OT,2009,1034,3,0.8463,Indiana,Carleton,MI,42.0592101,-83.3907658,Airport Senior
Lonnie Liggins,Lonnie,Liggins,RB,2008,1447,2,0.7889,Army,Parkton,MD,39.6409378,-76.6591376,Hereford
Ryan Quigley,Ryan,Quigley,K,2008,1455,2,0.7889,Boston College,Longs,SC,33.9385051,-78.7330737,North Myrtle Beach Christian School
Zach Hueter,Zach,Hueter,OT,2008,1459,2,0.7889,Michigan State,North Branch,MI,43.6866655,-84.6173734,North Branch
Jordan McNair,Jordan,McNair,ATH,2008,1461,2,0.7889,Southern Miss,Port Saint Joe,FL,29.8118757,-85.302974,Port St. Joe
Darrell Smith,Darrell,Smith,ATH,2010,642,3,0.8655,Arkansas,Port Saint Joe,FL,29.8118757,-85.302974,Port St. Joe
Calvin Pryor,Calvin,Pryor,S,2011,560,3,0.859,Louisville,Port Saint Joe,FL,29.8118757,-85.302974,Port St. Joe
William Cooper,William,Cooper,OT,2008,1463,2,0.7889,Kansas State,Hayti,MO,36.233679,-89.7495272,Hayti
Bryan Burnham,Bryan,Burnham,S,2008,1477,2,0.7889,Tulsa,Moorestown,NJ,39.9670569,-74.9426677,Moorestown Friends School
Blaize Foltz,Blaize,Foltz,OG,2008,1485,2,0.7889,TCU,Rose Hill,KS,37.5583517,-97.1350405,Rose Hill
Brady Foltz,Brady,Foltz,OG,2011,1052,3,0.833,TCU,Rose Hill,KS,37.5583517,-97.1350405,Rose Hill
Sealver Siliga,Sealver,Siliga,DT,2008,1486,2,0.7889,Utah,West Jordan,UT,40.6096698,-111.9391031,Copper Hills
Kendrick Moeai,Kendrick,Moeai,WR,2008,1642,2,0.7667,Utah,West Jordan,UT,40.6096698,-111.9391031,Copper Hills
Martavius Redmond,Martavius,Redmond,WR,2012,2031,2,0.7799,Weber State,West Jordan,UT,40.6096698,-111.9391031,West Jordan
Logan Malohifoou,Logan,Malohifoou,OT,2012,2605,2,0.7531,Utah State,West Jordan,UT,40.6096698,-111.9391031,Copper Hills
T.J. Williams,T.J.,Williams,WR,2008,1487,2,0.7889,Wisconsin,Kenosha,WI,42.5846773,-87.8212263,Bradford
Zac Epping,Zac,Epping,OC,2010,1330,3,0.8385,Minnesota,Kenosha,WI,42.5846773,-87.8212263,Tremper
Melvin Gordon,Melvin,Gordon,RB,2011,251,4,0.8983,Wisconsin,Kenosha,WI,42.5846773,-87.8212263,Bradford
Trae Waynes,Trae,Waynes,CB,2011,1174,3,0.8226,Michigan State,Kenosha,WI,42.5846773,-87.8212263,Bradford
Gino DeBartolo,Gino,DeBartolo,DUAL,2011,1864,2,0.7667,Army,Kenosha,WI,42.5846773,-87.8212263,Bradford
Vonte Jackson,Vonte,Jackson,RB,2012,271,4,0.9084,Wisconsin,Kenosha,WI,42.5846773,-87.8212263,Bradford
Toneo Gulley,Toneo,Gulley,RB,2012,1556,3,0.8099,Navy,Kenosha,WI,42.5846773,-87.8212263,Tremper
Nick Davidson,Nick,Davidson,DT,2008,1490,2,0.7889,UAB,Calhoun,GA,31.5311784,-84.614328,Calhoun
Eric McDaniel,Eric,McDaniel,DT,2009,581,3,0.8684,Purdue,Calhoun,GA,31.5311784,-84.614328,Calhoun
Da'Rick Rogers,Da'Rick,Rogers,WR,2010,15,5,0.9927,Tennessee,Calhoun,GA,31.5311784,-84.614328,Calhoun
Cody Ralston,Cody,Ralston,OLB,2010,1504,3,0.8333,UCF,Calhoun,GA,31.5311784,-84.614328,Calhoun
Nash Nance,Nash,Nance,DUAL,2010,1592,3,0.8274,Tennessee,Calhoun,GA,31.5311784,-84.614328,Calhoun
Kedron Aker,Kedron,Aker,ILB,2010,1834,3,0.8111,UAB,Calhoun,GA,31.5311784,-84.614328,Calhoun
Dustian Christian,Dustian,Christian,RB,2011,2005,2,0.7667,NoCollege,Calhoun,GA,31.5311784,-84.614328,Calhoun
Adam Griffith,Adam,Griffith,K,2012,677,3,0.8661,Alabama,Calhoun,GA,31.5311784,-84.614328,Calhoun
Reed Allen,Reed,Allen,OLB,2012,1739,3,0.7999,Air Force,Calhoun,GA,31.5311784,-84.614328,Calhoun
Marcelus Manear,Marcelus,Manear,S,2008,1497,2,0.7889,FIU,New Berlin,NY,42.6239023,-75.3321363,Milford Academy
Todd Thomas,Todd,Thomas,WR,2009,230,4,0.9069,Pittsburgh,New Berlin,NY,42.6239023,-75.3321363,Beaver Falls
Malcolm Bunche,Malcolm,Bunche,OT,2009,602,3,0.867,Miami,New Berlin,NY,42.6239023,-75.3321363,Newark
Marquel Wade,Marquel,Wade,WR,2010,489,3,0.8759,Arkansas,New Berlin,NY,42.6239023,-75.3321363,Andrew Jackson
Charles Davis,Charles,Davis,RB,2012,2472,2,0.7632,NoCollege,New Berlin,NY,42.6239023,-75.3321363,Avon
Travis Trickey,Travis,Trickey,ILB,2008,1498,2,0.7878,UNLV,Springerville,AZ,34.1340599,-109.2860081,Round Valley
Chris Prom,Chris,Prom,SDE,2008,1500,2,0.7865,Western Michigan,Port Washington,WI,43.3872247,-87.875644,Port Washington
Lamanski Ware,Lamanski,Ware,OLB,2008,1501,2,0.7865,UAB,Lanett,AL,32.8687391,-85.1904971,Lanett
Blake Glaze,Blake,Glaze,ILB,2012,2391,2,0.7667,NoCollege,Lanett,AL,32.8687391,-85.1904971,Springwood School
Shaq Jones,Shaq,Jones,ILB,2012,2892,2,0.7333,UAB,Lanett,AL,32.8687391,-85.1904971,Lanett
Weston Peiffer,Weston,Peiffer,WDE,2008,1504,2,0.7865,Western Michigan,Chaska,MN,44.7894072,-93.6021791,Chaska
Mike McCarthy,Mike,McCarthy,OG,2008,1511,2,0.7847,Navy,Strongsville,OH,41.3144733,-81.83511,Strongsville
Nate Freese,Nate,Freese,K,2009,1278,3,0.8319,Boston College,Strongsville,OH,41.3144733,-81.83511,Strongsville
Ray Hamilton,Ray,Hamilton,TE,2011,289,3,0.8889,Iowa,Strongsville,OH,41.3144733,-81.83511,Strongsville
David Kaminski,David,Kaminski,OG,2011,2141,2,0.7444,Indiana,Strongsville,OH,41.3144733,-81.83511,Strongsville
Donnel Engram,Donnel,Engram,SDE,2008,1514,2,0.784,USF,Tarpon Springs,FL,28.1477885,-82.77740867,Tarpon Springs
Bobby Lyons,Bobby,Lyons,ILB,2010,2028,2,0.7889,Army,Tarpon Springs,FL,28.1477885,-82.77740867,East Lake
Zach DeBell,Zach,DeBell,OT,2011,315,3,0.8832,Georgia,Tarpon Springs,FL,28.1477885,-82.77740867,Tarpon Springs
Tyler Higbee,Tyler,Higbee,TE,2011,2162,2,0.7443,Western Kentucky,Tarpon Springs,FL,28.1477885,-82.77740867,East Lake
Dondre Daley,Dondre,Daley,WR,2012,1514,3,0.8114,Iowa State,Tarpon Springs,FL,28.1477885,-82.77740867,Tarpon Springs
Dillon Deboer,Dillon,Deboer,OT,2012,2808,2,0.7333,Florida Atlantic,Tarpon Springs,FL,28.1477885,-82.77740867,East Lake
Mike Johns,Mike,Johns,DT,2008,1516,2,0.7837,Miami (OH),Oak Forest,IL,41.6028116,-87.7439384,Oak Forest
Tevin Coleman,Tevin,Coleman,RB,2012,646,3,0.8686,Indiana,Oak Forest,IL,41.6028116,-87.7439384,Oak Forest
Jawan Carson,Jawan,Carson,APB,2008,1518,2,0.7833,Middle Tennessee State,Bayonne,NJ,40.6687141,-74.1143091,Marist
Katrell Watters,Katrell,Watters,OLB,2008,1529,2,0.7813,UAB,Thomasville,AL,31.9134859,-87.7358367,Thomasville
Jarrell Watters,Jarrell,Watters,OLB,2008,1803,2,0.7594,UAB,Thomasville,AL,31.9134859,-87.7358367,Thomasville
Jay Williams,Jay,Williams,K,2010,638,3,0.8661,Alabama,Thomasville,AL,31.9134859,-87.7358367,Thomasville
Chris Davis,Chris,Davis,CB,2011,2304,2,0.7333,Troy,Thomasville,AL,31.9134859,-87.7358367,Thomasville
Tyler Hayes,Tyler,Hayes,OLB,2012,112,4,0.9507,Alabama,Thomasville,AL,31.9134859,-87.7358367,Thomasville
John Knight,John,Knight,ATH,2012,2779,2,0.7381,Troy,Thomasville,AL,31.9134859,-87.7358367,Thomasville
Ja'Rodd Watson,Ja'Rodd,Watson,FB,2008,1530,2,0.7802,Colorado State,La Jolla,CA,32.8335005,-117.2616203,La Jolla
Micah Seau,Micah,Seau,OLB,2011,1529,2,0.7922,San Diego State,La Jolla,CA,32.8335005,-117.2616203,The Bishop's School
Dominique Love,Dominique,Love,S,2012,2450,2,0.7632,New Mexico State,La Jolla,CA,32.8335005,-117.2616203,The Bishop's School
Julian Griffin,Julian,Griffin,WR,2008,1533,2,0.7799,Louisiana-Monroe,Gladewater,TX,32.5365333,-94.9427169,Gladewater
Corey Davis,Corey,Davis,RB,2011,1823,2,0.7667,Pittsburgh,Gladewater,TX,32.5365333,-94.9427169,Gladewater
Trevor Behmke,Trevor,Behmke,TE,2008,1534,2,0.7799,Miami (OH),Berwyn,PA,40.0448306,-75.4388053,Conestoga
Dexter Bridge,Dexter,Bridge,WR,2011,615,3,0.8566,NoCollege,Berwyn,PA,40.0448306,-75.4388053,Conestoga
Justin Venable,Justin,Venable,S,2008,1549,2,0.775,East Carolina,Climax,NC,35.9129138,-79.7175279,Southeast Guilford
Sam Shutt,Sam,Shutt,ATH,2008,1555,2,0.7722,TCU,Savannah,TN,35.2248034,-88.2492037,Hardin County
Will Gilchrist,Will,Gilchrist,DUAL,2009,1282,3,0.8309,Memphis,Savannah,TN,35.2248034,-88.2492037,Hardin County
James Bryant,James,Bryant,PRO,2011,2672,2,0.7,NoCollege,Savannah,TN,35.2248034,-88.2492037,Harbert Hills Academy
Draylon Booker,Draylon,Booker,RB,2008,1562,2,0.7691,Louisiana-Lafayette,Conroe,TX,30.3118769,-95.4560512,Conroe
Lou Greenwood,Lou,Greenwood,RB,2009,961,3,0.8497,Colorado State,Conroe,TX,30.3118769,-95.4560512,Conroe
Eli Dickerson,Eli,Dickerson,OT,2010,745,3,0.8622,Oklahoma State,Conroe,TX,30.3118769,-95.4560512,College Park
Brandon Thornton,Brandon,Thornton,OLB,2010,831,3,0.859,SMU,Conroe,TX,30.3118769,-95.4560512,Conroe
Chris Parks,Chris,Parks,S,2010,1792,3,0.8111,SMU,Conroe,TX,30.3118769,-95.4560512,Conroe
Kyle Brown,Kyle,Brown,DT,2010,1899,3,0.8083,UTEP,Conroe,TX,30.3118769,-95.4560512,Conroe
Dewayne Watts,Dewayne,Watts,ATH,2008,1564,2,0.7667,Arkansas State,Bearden,AR,33.7245526,-92.6157139,Bearden
Davidell Collins,Davidell,Collins,SDE,2010,1563,3,0.8303,Oklahoma State,Bearden,AR,33.7245526,-92.6157139,Bearden
Defonta Lowe,Defonta,Lowe,ATH,2012,538,3,0.8763,Arkansas,Bearden,AR,33.7245526,-92.6157139,Bearden
Joe Pachuta,Joe,Pachuta,OT,2008,1566,2,0.7667,Akron,New Concord,OH,39.9934992,-81.7338559,John Glenn
Todd Spence,Todd,Spence,S,2008,1568,2,0.7667,Louisiana Tech,Lewisville,TX,33.046233,-96.994174,Lewisville
Will Atterberry,Will,Atterberry,K,2009,1854,2,0.7667,North Texas,Lewisville,TX,33.046233,-96.994174,Lewisville
Rodrick Williams Jr.,Rodrick,Williams Jr.,RB,2012,946,3,0.8452,Minnesota,Lewisville,TX,33.046233,-96.994174,Lewisville
Scott Ekpe,Scott,Ekpe,DT,2012,1539,3,0.8103,Minnesota,Lewisville,TX,33.046233,-96.994174,Lewisville
Joshua Clark,Joshua,Clark,OT,2008,1571,2,0.7667,East Carolina,Gastonia,NC,35.262082,-81.1873005,North Gaston
Jheranie Boyd,Jheranie,Boyd,WR,2009,41,4,0.978,North Carolina,Gastonia,NC,35.262082,-81.1873005,Ashbrook
Norkeithus Otis,Norkeithus,Otis,OLB,2011,257,4,0.8964,North Carolina,Gastonia,NC,35.262082,-81.1873005,Ashbrook
Zeek Bigger,Zeek,Bigger,OLB,2011,738,3,0.8489,East Carolina,Gastonia,NC,35.262082,-81.1873005,Ashbrook
Jamie Collmar,Jamie,Collmar,OG,2012,2025,2,0.7802,Appalachian State,Gastonia,NC,35.262082,-81.1873005,Forestview
Nik Embernate,Nik,Embernate,OT,2008,1573,2,0.7667,San Diego State,Yucaipa,CA,34.040931,-117.0516714,Yucaipa
Brett Roy,Brett,Roy,ILB,2008,2103,2,0.7,Nevada,Yucaipa,CA,34.040931,-117.0516714,Yucaipa
Darien Williams,Darien,Williams,S,2008,1578,2,0.7667,North Texas,Vernon,TX,34.1530745,-99.2844588,Vernon
J.J. Dorsey,J.J.,Dorsey,ATH,2008,1579,2,0.7667,West Virginia,Winchester,VA,39.1852184,-78.1652404,John Handley
Jeremiah Wilson,Jeremiah,Wilson,CB,2010,1122,3,0.8479,Maryland,Winchester,VA,39.1852184,-78.1652404,John Handley
Derek Dowrey,Derek,Dowrey,DT,2012,1010,3,0.8414,Penn State,Winchester,VA,39.1852184,-78.1652404,John Handley
Jordan Gragert,Jordan,Gragert,OG,2008,1587,2,0.7667,Colorado State,Libby,MT,48.3882861,-115.5559988,Libby
Kevin Fitzpatrick,Kevin,Fitzpatrick,K,2008,1588,2,0.7667,Tulsa,Jensen Beach,FL,27.2544906,-80.2297697,Jensen Beach
DeMark Jenkins,DeMark,Jenkins,WR,2008,1589,2,0.7667,Bowling Green,Gary,IN,41.6021292,-87.3371372,West Side
Willie Carter,Willie,Carter,ATH,2008,1590,2,0.7667,Tulsa,Crockett,TX,31.3180325,-95.457566,Crockett
Ja'Gared Davis,Ja'Gared,Davis,ATH,2009,1708,2,0.7889,SMU,Crockett,TX,31.3180325,-95.457566,Crockett
Dominique Wheeler,Dominique,Wheeler,ATH,2012,149,4,0.9392,Texas Tech,Crockett,TX,31.3180325,-95.457566,Crockett
Jake Landers,Jake,Landers,DT,2008,1599,2,0.7667,Colorado State,Durango,CO,37.2753739,-107.8799422,Durango
Zach Guyer,Zach,Guyer,K,2008,1600,2,0.7667,Iowa State,Johnston,IA,41.6731523,-93.6973395,Johnston Senior
Ross Evans,Ross,Evans,K,2008,1601,2,0.7667,TCU,Burnet,TX,30.7573109,-98.2289007,Burnet
Hunter Miller,Hunter,Miller,S,2008,1613,2,0.7667,Ole Miss,Sherwood,AR,34.8150907,-92.2243153,Sylvan Hills
Nathan Enriquez,Nathan,Enriquez,ATH,2008,1619,2,0.7667,New Mexico,Las Cruces,NM,33.1680687,-107.2275523,Las Cruces
Freddy Young,Freddy,Young,CB,2008,2143,2,0.7,New Mexico,Las Cruces,NM,33.1680687,-107.2275523,Mayfield
James Hall,James,Hall,APB,2009,1776,2,0.7889,New Mexico State,Las Cruces,NM,33.1680687,-107.2275523,Las Cruces
Dante Caro,Dante,Caro,DUAL,2009,2001,2,0.7667,New Mexico,Las Cruces,NM,33.1680687,-107.2275523,Las Cruces
Zach Daugherty,Zach,Daugherty,OLB,2010,1193,3,0.8448,New Mexico,Las Cruces,NM,33.1680687,-107.2275523,Onate
Matt Ramondo,Matt,Ramondo,DT,2011,911,3,0.8393,Michigan State,Las Cruces,NM,33.1680687,-107.2275523,Mayfield
Brandon Betencourt,Brandon,Betencourt,RB,2011,2413,2,0.7333,New Mexico State,Las Cruces,NM,33.1680687,-107.2275523,Mayfield
Josh Birmingham,Josh,Birmingham,ATH,2008,1627,2,0.7667,Wyoming,Luther,OK,35.6596094,-97.1941408,Luther
Atem Bol,Atem,Bol,WR,2008,1629,2,0.7667,Brigham Young,Hurst,TX,32.8234621,-97.1705678,Bell
Ken Van Heule,Ken,Van Heule,OG,2008,1812,2,0.7556,Houston,Hurst,TX,32.8234621,-97.1705678,Bell
Josh Mauro,Josh,Mauro,SDE,2009,1141,3,0.8385,Stanford,Hurst,TX,32.8234621,-97.1705678,Bell
Chris Barnett,Chris,Barnett,TE,2011,612,3,0.8566,Michigan,Hurst,TX,32.8234621,-97.1705678,Bell
Kenneth Farrow,Kenneth,Farrow,RB,2011,846,3,0.8432,Houston,Hurst,TX,32.8234621,-97.1705678,Bell
James Mauro,James,Mauro,PRO,2011,2521,2,0.7333,Western Kentucky,Hurst,TX,32.8234621,-97.1705678,Bell
Kimo Tipoti,Kimo,Tipoti,OT,2012,425,3,0.8843,Texas A&M,Hurst,TX,32.8234621,-97.1705678,Bell
Dejuan Davis,Dejuan,Davis,OG,2008,1636,2,0.7667,Oklahoma State,Crowley,TX,32.5790251,-97.3625172,Crowley
La'Bradford Harold,La'Bradford,Harold,S,2011,2365,2,0.7333,Utah State,Crowley,TX,32.5790251,-97.3625172,Crowley
Keith Morgan,Keith,Morgan,ATH,2008,1639,2,0.7667,Bowling Green,Bellefontaine,OH,40.3611643,-83.7596557,Bellefontaine
Spencer Hadley,Spencer,Hadley,ILB,2008,1640,2,0.7667,Brigham Young,Connell,WA,46.6634733,-118.8611117,Connell
Matt Hadley,Matt,Hadley,S,2012,1227,3,0.8291,Brigham Young,Connell,WA,46.6634733,-118.8611117,Connell
Alex Rivas-Sanchez,Alex,Rivas-Sanchez,OC,2008,1645,2,0.7667,USF,Pratt,KS,37.6280602,-98.7485305,Pratt Sr
Ryan Nassib,Ryan,Nassib,PRO,2008,1652,2,0.7667,Syracuse,Malvern,PA,40.036202,-75.5138959,Malvern Prep
Robert Panchisin,Robert,Panchisin,OG,2009,2198,2,0.7222,Army,Malvern,PA,40.036202,-75.5138959,Malvern Prep
Mike Mooney,Mike,Mooney,OT,2012,899,3,0.8479,Virginia,Malvern,PA,40.036202,-75.5138959,Malvern Prep
Connor Mahoney,Connor,Mahoney,OG,2012,1345,3,0.8206,Northwestern,Malvern,PA,40.036202,-75.5138959,Malvern Prep
Jared Williams,Jared,Williams,TE,2008,1655,2,0.7667,Rice,Huntsville,TX,30.7235263,-95.5507771,Huntsville
Kirby Ennis,Kirby,Ennis,SDE,2009,1148,3,0.8385,Texas A&M,Huntsville,TX,30.7235263,-95.5507771,Huntsville
Justin Gilbert,Justin,Gilbert,ATH,2010,251,4,0.9059,Oklahoma State,Huntsville,TX,30.7235263,-95.5507771,Huntsville
Jordan Thompson,Jordan,Thompson,OLB,2008,1657,2,0.7667,Ohio,Rockford,OH,40.4770094,-81.3084427,Parkway
Marvase Byrd,Marvase,Byrd,CB,2008,1662,2,0.7667,Akron,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Dana Brown,Dana,Brown,DT,2009,1833,2,0.7771,Kent State,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Nico Price,Nico,Price,FB,2009,2133,2,0.7444,Ohio,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Ty-Meer Brown,Ty-Meer,Brown,CB,2010,1953,3,0.8007,Connecticut,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Carlows Brown,Carlows,Brown,ILB,2010,2109,2,0.7865,Kent State,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Delvon Simmons,Delvon,Simmons,DT,2011,102,4,0.9496,Texas Tech,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Branden Jackson,Branden,Jackson,OLB,2011,264,4,0.8951,Texas Tech,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Kevin Johnson,Kevin,Johnson,S,2011,2630,2,0.7,Eastern Michigan,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Jesse James,Jesse,James,TE,2012,663,3,0.8674,Penn State,Mckeesport,PA,40.3478472,-79.864215,South Allegheny
T.J. Neal,T.J.,Neal,OLB,2012,854,3,0.8514,Illinois,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Christian Wilson,Christian,Wilson,OT,2012,2325,2,0.7667,Youngstown State,Mckeesport,PA,40.3478472,-79.864215,McKeesport
Ryan Griffin,Ryan,Griffin,TE,2008,1666,2,0.7667,Connecticut,Londonderry,NH,42.8650869,-71.3739532,Londonderry Senior
Tori Childers,Tori,Childers,WR,2008,1669,2,0.7667,Auburn,New Hampton,NH,43.605753,-71.654892,New Hampton School
Jake Kiley,Jake,Kiley,CB,2012,1520,3,0.8114,Penn State,New Hampton,NH,43.605753,-71.654892,New Hampton School
Ahmad Wood,Ahmad,Wood,CB,2008,1673,2,0.7667,Nevada,San Pedro,CA,33.7358518,-118.2922934,San Pedro Senior
Dylan Kildahl,Dylan,Kildahl,SDE,2008,1680,2,0.7667,Wyoming,Ault,CO,40.5824804,-104.7319112,Highland
Jackson Anderson,Jackson,Anderson,TE,2008,1682,2,0.7667,Duke,Frisco,TX,33.1506744,-96.8236116,Frisco
Ryan Mossakowski,Ryan,Mossakowski,PRO,2009,300,4,0.8938,Kentucky,Frisco,TX,33.1506744,-96.8236116,Centennial
Aaron Moore,Aaron,Moore,OC,2009,663,3,0.8622,Iowa State,Frisco,TX,33.1506744,-96.8236116,Centennial
Will Secord,Will,Secord,PRO,2009,781,3,0.8559,Florida State,Frisco,TX,33.1506744,-96.8236116,Wakeland
Trent Smiley,Trent,Smiley,TE,2010,614,3,0.867,Kansas,Frisco,TX,33.1506744,-96.8236116,Wakeland
Brandon Young,Brandon,Young,CB,2011,201,4,0.9105,NoCollege,Frisco,TX,33.1506744,-96.8236116,Frisco
Jay Ajayi,Jay,Ajayi,RB,2011,669,3,0.8528,Boise State,Frisco,TX,33.1506744,-96.8236116,Liberty
Taylor Lasecki,Taylor,Lasecki,OG,2011,1466,3,0.8,SMU,Frisco,TX,33.1506744,-96.8236116,Frisco
Andy Cunningham,Andy,Cunningham,OT,2011,2349,2,0.7333,New Mexico State,Frisco,TX,33.1506744,-96.8236116,Frisco
Faison McKinnis,Faison,McKinnis,OT,2011,2400,2,0.7333,New Mexico State,Frisco,TX,33.1506744,-96.8236116,Centennial
Elie Nabushosi,Elie,Nabushosi,SDE,2012,1313,3,0.8225,SMU,Frisco,TX,33.1506744,-96.8236116,Heritage
Chase Appleby,Chase,Appleby,DT,2012,2548,2,0.7581,Wyoming,Frisco,TX,33.1506744,-96.8236116,Centennial
Carlos Harris,Carlos,Harris,WR,2012,2932,2,0.7333,North Texas,Frisco,TX,33.1506744,-96.8236116,Frisco
Matt Marshall,Matt,Marshall,OLB,2008,1685,2,0.7667,Arkansas,Camden,NJ,39.9448402,-75.1198911,Camden
Tyree Watkins,Tyree,Watkins,WR,2009,650,3,0.8639,Duke,Camden,NJ,39.9448402,-75.1198911,Camden
Adrin Haughton,Adrin,Haughton,OT,2008,1686,2,0.7667,Iowa State,Sanford,FL,28.8117179,-81.2680328,Seminole
Andre Debose,Andre,Debose,WR,2009,15,5,0.9917,Florida,Sanford,FL,28.8117179,-81.2680328,Seminole
Ray Ray Armstrong,Ray,Ray Armstrong,ATH,2009,65,4,0.9686,Miami,Sanford,FL,28.8117179,-81.2680328,Seminole
Dyron Dye,Dyron,Dye,WDE,2009,154,4,0.9269,Miami,Sanford,FL,28.8117179,-81.2680328,Seminole
Tyrone Bouie,Tyrone,Bouie,CB,2010,1042,3,0.851,Minnesota,Sanford,FL,28.8117179,-81.2680328,Seminole
Charles Green,Charles,Green,SDE,2010,1782,3,0.8111,Colorado State,Sanford,FL,28.8117179,-81.2680328,Seminole
Serderius Bryant,Serderius,Bryant,ILB,2011,997,3,0.8344,Ole Miss,Sanford,FL,28.8117179,-81.2680328,Seminole
Ray Martin,Ray,Martin,WR,2012,1280,3,0.8251,Bethune-Cookman,Sanford,FL,28.8117179,-81.2680328,Seminole
Kyron Benoit,Kyron,Benoit,ATH,2008,1690,2,0.7667,Louisiana-Lafayette,Crowley,LA,37.7673049,-122.1479314,Crowley
D.J. Welter,D.J.,Welter,OLB,2010,733,3,0.8622,LSU,Crowley,LA,37.7673049,-122.1479314,Notre Dame
Jacob Molbert,Jacob,Molbert,WDE,2010,2094,2,0.7889,Louisiana-Lafayette,Crowley,LA,37.7673049,-122.1479314,Notre Dame
Hunter Stover,Hunter,Stover,K,2010,2432,2,0.7333,Louisiana-Lafayette,Crowley,LA,37.7673049,-122.1479314,Notre Dame
Jake Molbert,Jake,Molbert,ILB,2011,2113,2,0.7519,Louisiana-Lafayette,Crowley,LA,37.7673049,-122.1479314,Notre Dame
Davante Bourque,Davante,Bourque,APB,2012,314,4,0.8996,Tennessee,Crowley,LA,37.7673049,-122.1479314,Crowley
Sam Jaeger,Sam,Jaeger,OG,2008,1693,2,0.7667,Western Michigan,Chesterton,IN,41.6105938,-87.0641992,Chesterton Senior
Grant Cartwright,Grant,Cartwright,OG,2008,1927,2,0.7444,Central Michigan,Chesterton,IN,41.6105938,-87.0641992,Chesterton Senior
Mark VanDenburgh,Mark,VanDenburgh,OT,2008,2084,2,0.7,Eastern Michigan,Chesterton,IN,41.6105938,-87.0641992,Chesterton Senior
Tyson Gale,Tyson,Gale,ILB,2008,1694,2,0.7667,Marshall,Alva,OK,36.8050308,-98.6664737,Alva
Maurice Jones,Maurice,Jones,CB,2008,1695,2,0.7667,Temple,Belleville,NJ,40.7937116,-74.1501438,Belleville Sr.
Waymon Ross,Waymon,Ross,OLB,2008,1705,2,0.7667,Western Michigan,Marathon,FL,24.7137524,-81.0903512,Marathon
Thomas Ryan,Thomas,Ryan,SDE,2010,999,3,0.8528,Vanderbilt,Marathon,FL,24.7137524,-81.0903512,Marathon
T.J. Williams,T.J.,Williams,WR,2008,1708,2,0.7667,Kent State,West Mifflin,PA,40.3634026,-79.8664375,West Mifflin Area
Adam Gress,Adam,Gress,OT,2009,1006,3,0.8479,Penn State,West Mifflin,PA,40.3634026,-79.8664375,West Mifflin Area
David Pasquale,David,Pasquale,ATH,2008,1714,2,0.7667,Toledo,Cape Coral,FL,26.6059432,-81.9806771,Cape Coral
Jaylen Watkins,Jaylen,Watkins,CB,2010,39,4,0.9802,Florida,Cape Coral,FL,26.6059432,-81.9806771,Cape Coral
Spencer Boyd,Spencer,Boyd,CB,2010,423,3,0.8795,Notre Dame,Cape Coral,FL,26.6059432,-81.9806771,Cape Coral
Joseph Byrd,Joseph,Byrd,RB,2010,725,3,0.8622,Wake Forest,Cape Coral,FL,26.6059432,-81.9806771,Ida S. Baker
Dan Koenig,Dan,Koenig,OT,2010,768,3,0.8622,Oklahoma State,Cape Coral,FL,26.6059432,-81.9806771,Cape Coral
Eric Mitchell,Eric,Mitchell,ATH,2010,1012,3,0.8528,Ole Miss,Cape Coral,FL,26.6059432,-81.9806771,Mariner
