PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
Nick Reed,Nick,Reed,FB,2012,1818,2,0.7942,SMU,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
Lucas Wacha,Lucas,Wacha,OLB,2012,3052,2,0.7,Wyoming,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
Chris Galippo,Chris,Galippo,ILB,2007,6,5,0.9975,USC,Anaheim,CA,33.8347516,-117.911732,Servite
Garett Pendergast,Garett,Pendergast,DT,2007,684,3,0.8463,Boise State,Anaheim,CA,33.8347516,-117.911732,Servite
Kevin Goessling,Kevin,Goessling,ATH,2007,942,3,0.8333,Fresno State,Anaheim,CA,33.8347516,-117.911732,Servite
Matt Kalil,Matt,Kalil,OT,2008,20,5,0.9892,USC,Anaheim,CA,33.8347516,-117.911732,Servite
D.J.  Shoemate,D.J., Shoemate,WR,2008,54,4,0.9755,USC,Anaheim,CA,33.8347516,-117.911732,Servite
Evan Huahulu,Evan,Huahulu,OG,2008,1746,2,0.7667,SMU,Anaheim,CA,33.8347516,-117.911732,Servite
Quintin Hunter,Quintin,Hunter,ATH,2009,589,3,0.8674,Virginia,Anaheim,CA,33.8347516,-117.911732,Orange County Christian School
Mike Loftus,Mike,Loftus,K,2009,1786,2,0.7889,SMU,Anaheim,CA,33.8347516,-117.911732,Servite
Kirifi Taula,Kirifi,Taula,DT,2010,454,3,0.8773,Arizona,Anaheim,CA,33.8347516,-117.911732,Servite
Cody Fajardo,Cody,Fajardo,DUAL,2010,1656,3,0.8198,Nevada,Anaheim,CA,33.8347516,-117.911732,Servite
Troy Niklas,Troy,Niklas,SDE,2011,179,4,0.9187,Notre Dame,Anaheim,CA,33.8347516,-117.911732,Servite
Travis Averill,Travis,Averill,OG,2012,549,3,0.8756,Boise State,Anaheim,CA,33.8347516,-117.911732,Servite
Butch Pauu,Butch,Pauu,OLB,2012,769,3,0.858,Brigham Young,Anaheim,CA,33.8347516,-117.911732,Servite
Jherremya Leuta-Douyere,Jherremya,Leuta-Douyere,WDE,2012,1632,3,0.8054,Brigham Young,Anaheim,CA,33.8347516,-117.911732,Servite
Terrance Toliver,Terrance,Toliver,WR,2007,8,5,0.9965,LSU,Hempstead,TX,30.0974405,-96.0782918,Hempstead
Chris Tate,Chris,Tate,CB,2007,760,3,0.8385,Houston,Hempstead,TX,30.0974405,-96.0782918,Hempstead
Tylond Robertson,Tylond,Robertson,WDE,2011,1893,2,0.7667,NoCollege,Hempstead,TX,30.0974405,-96.0782918,Hempstead
Trent Momon,Trent,Momon,WR,2012,605,3,0.8714,NoCollege,Hempstead,TX,30.0974405,-96.0782918,Hempstead
Everson Griffen,Everson,Griffen,SDE,2007,9,5,0.996,USC,Avondale,AZ,33.4359175,-112.3405021,Agua Fria
Noel Devine,Noel,Devine,RB,2007,10,5,0.9957,West Virginia,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
Quenton Washington,Quenton,Washington,CB,2007,1161,3,0.8111,USF,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
Tommy Bohanon,Tommy,Bohanon,FB,2009,1265,3,0.8333,Wake Forest,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
Tre Boston,Tre,Boston,CB,2010,818,3,0.859,North Carolina,North Fort Myers,FL,26.7107495,-81.81301046,North Fort Myers
Tray Allen,Tray,Allen,OG,2007,11,5,0.9948,Texas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Trae Johnson,Trae,Johnson,WR,2007,1418,2,0.7889,Tulsa,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Julian Shankle,Julian,Shankle,RB,2007,1842,2,0.7444,Louisiana-Lafayette,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Tim Wlodarczyk,Tim,Wlodarczyk,ILB,2007,2088,2,0.7222,Utah State,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Josh Arauco,Josh,Arauco,K,2007,2194,2,0.7,Arkansas State,Grand Prairie,TX,32.657368,-97.02846624,Grand Prairie
Carson Wiggs,Carson,Wiggs,K,2008,833,3,0.8431,Purdue,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Jonathan Gill,Jonathan,Gill,OG,2008,2004,2,0.7222,Louisiana-Monroe,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Patrick Nkwopara,Patrick,Nkwopara,OLB,2009,772,3,0.8573,Texas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Thomas Ferguson,Thomas,Ferguson,CB,2009,775,3,0.8573,Kansas State,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Randall Dent,Randall,Dent,WR,2009,963,3,0.8497,Kansas,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Kindred Evans,Kindred,Evans,WDE,2011,708,3,0.8512,Texas Tech,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Roy Robertson,Roy,Robertson,SDE,2011,1778,2,0.7667,UTEP,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Leslie Evans,Leslie,Evans,ILB,2011,2003,2,0.7667,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Jared Johnson,Jared,Johnson,PRO,2012,1164,3,0.8331,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Travis Wiggins,Travis,Wiggins,OT,2012,1651,3,0.8046,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
De'Vante Lacy,De'Vante,Lacy,WR,2012,1671,3,0.8033,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,Grand Prairie
Abraham Hall,Abraham,Hall,S,2012,1884,2,0.7899,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Leonard Aikens,Leonard,Aikens,RB,2012,2249,2,0.7667,NoCollege,Grand Prairie,TX,32.657368,-97.02846624,South Grand Prairie
Josh Oglesby,Josh,Oglesby,OT,2007,13,5,0.9936,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Saint Francis
Brandon Brooks,Brandon,Brooks,OT,2007,559,3,0.8556,Miami (OH),Milwaukee,WI,43.0349931,-87.922497,Riverside
Nick Bellore,Nick,Bellore,ATH,2007,1544,2,0.7674,Central Michigan,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
Christopher Hagerup,Christopher,Hagerup,PRO,2007,1686,2,0.7667,Indiana,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
Kevin Zeitler,Kevin,Zeitler,OG,2008,691,3,0.8556,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Wisconsin Lutheran
Shane Covington,Shane,Covington,RB,2008,1023,3,0.8323,Indiana,Milwaukee,WI,43.0349931,-87.922497,Riverside
Michael Trotter,Michael,Trotter,S,2010,713,3,0.8639,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,Marquette University
Will Hagerup,Will,Hagerup,K,2010,865,3,0.8573,Michigan,Milwaukee,WI,43.0349931,-87.922497,Whitefish Bay
Geoffery Bacon,Geoffery,Bacon,WR,2010,2327,2,0.7667,Army,Milwaukee,WI,43.0349931,-87.922497,Riverside
Mark Scarpinato,Mark,Scarpinato,DT,2011,900,3,0.8397,Michigan State,Milwaukee,WI,43.0349931,-87.922497,Marquette University
Joel Stave,Joel,Stave,PRO,2011,1895,2,0.7667,NoCollege,Milwaukee,WI,43.0349931,-87.922497,Whitnall
Marcus Horne,Marcus,Horne,RB,2012,1833,2,0.7927,Michigan State,Milwaukee,WI,43.0349931,-87.922497,Bradley Technology
Eric Murray,Eric,Murray,ATH,2012,2047,2,0.7791,Minnesota,Milwaukee,WI,43.0349931,-87.922497,Riverside
Josh Ruka,Josh,Ruka,OT,2012,2162,2,0.7724,Northern Illinois,Milwaukee,WI,43.0349931,-87.922497,Greenfield
Justin Montanez,Justin,Montanez,DT,2012,2319,2,0.7667,NoCollege,Milwaukee,WI,43.0349931,-87.922497,Riverside
Marquan Ellison,Marquan,Ellison,ATH,2012,2558,2,0.7581,Utah State,Milwaukee,WI,43.0349931,-87.922497,Bradley Technology
Carlos Dunlap,Carlos,Dunlap,SDE,2007,14,5,0.9935,Florida,North Charleston,SC,32.8546197,-79.9748103,Fort Dorchester
Robert Quinn,Robert,Quinn,WDE,2008,264,4,0.8993,North Carolina,North Charleston,SC,32.8546197,-79.9748103,Fort Dorchester
Brandon Ford,Brandon,Ford,WR,2008,514,3,0.8694,Clemson,North Charleston,SC,32.8546197,-79.9748103,Hanahan
Martez Wilson,Martez,Wilson,WDE,2007,15,5,0.9926,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
Robert Hughes,Robert,Hughes,RB,2007,74,4,0.9648,Notre Dame,Chicago,IL,41.8755546,-87.6244212,Hubbard
Arthur Ray Jr.,Arthur,Ray Jr.,OG,2007,484,3,0.8608,Michigan State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Charles Brown,Charles,Brown,WR,2007,671,3,0.8479,Northwestern,Chicago,IL,41.8755546,-87.6244212,Robeson
Marcus Thomas,Marcus,Thomas,CB,2007,776,3,0.8385,Illinois,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Sean Cattouse,Sean,Cattouse,S,2007,796,3,0.8372,California,Chicago,IL,41.8755546,-87.6244212,Hubbard
Justin Hickman,Justin,Hickman,ILB,2007,938,3,0.8333,New Mexico,Chicago,IL,41.8755546,-87.6244212,Hubbard
Patrick George,Patrick,George,CB,2007,1207,3,0.8111,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,DePaul College Prep
Keith Otis,Keith,Otis,OG,2007,1274,3,0.8052,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
Darius Purcell,Darius,Purcell,S,2007,1540,2,0.7674,Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
Xzavier Stewart,Xzavier,Stewart,DT,2007,1644,2,0.7667,Kansas State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Jordain Brown,Jordain,Brown,DT,2007,1696,2,0.7667,Miami (OH),Chicago,IL,41.8755546,-87.6244212,Hubbard
Ron Newcomb,Ron,Newcomb,TE,2007,1724,2,0.7556,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Ray Kennedy,Ray,Kennedy,DT,2007,1739,2,0.7444,Ball State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Tim Kavanaugh,Tim,Kavanaugh,OG,2007,1992,2,0.7222,Arkansas State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Keith Lewis,Keith,Lewis,CB,2007,2081,2,0.7222,Wyoming,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Tracy Wilson,Tracy,Wilson,ATH,2007,2091,2,0.7222,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St Francis De Sales
Darius Fleming,Darius,Fleming,OLB,2008,63,4,0.9705,Notre Dame,Chicago,IL,41.8755546,-87.6244212,St. Rita
Steve Filer,Steve,Filer,OLB,2008,88,4,0.9587,Notre Dame,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Brandon Green,Brandon,Green,WR,2008,306,4,0.8938,Minnesota,Chicago,IL,41.8755546,-87.6244212,Robeson
Glenn Foster,Glenn,Foster,WDE,2008,508,3,0.8701,Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Nate Palmer,Nate,Palmer,OLB,2008,682,3,0.8556,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
Nate Palmer,Nate,Palmer,OLB,2008,799,3,0.8463,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
Justin Pagan,Justin,Pagan,OT,2008,1087,3,0.8257,Indiana,Chicago,IL,41.8755546,-87.6244212,St. Patrick
Kevin Galeher,Kevin,Galeher,OG,2008,1090,3,0.8257,Western Michigan,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
Jeffery Allen,Jeffery,Allen,OG,2008,1182,3,0.8134,Illinois,Chicago,IL,41.8755546,-87.6244212,King College Prep
Johnny Johnson,Johnny,Johnson,CB,2008,1521,2,0.783,Minnesota,Chicago,IL,41.8755546,-87.6244212,Robeson
Justin Morgan,Justin,Morgan,WR,2008,1598,2,0.7667,Wyoming,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Lawrence Henning,Lawrence,Henning,OLB,2008,1779,2,0.7667,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Craig Drummond,Craig,Drummond,SDE,2009,85,4,0.9605,Ole Miss,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Lendell Buckner,Lendell,Buckner,DT,2009,239,4,0.9052,Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
Leon Hill,Leon,Hill,OG,2009,441,3,0.8781,Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
Jack Ramsey,Jack,Ramsey,WR,2009,606,3,0.8662,Illinois,Chicago,IL,41.8755546,-87.6244212,Simeon
Martin Hopkins,Martin,Hopkins,ILB,2009,1339,3,0.8274,Iowa,Chicago,IL,41.8755546,-87.6244212,St. Rita
Jordan Lynch,Jordan,Lynch,DUAL,2009,1391,3,0.8212,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Dimitrius Carr-Watson,Dimitrius,Carr-Watson,FB,2009,1393,3,0.8208,Indiana,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Rodney Jaynes,Rodney,Jaynes,WR,2009,1928,2,0.7667,Wyoming,Chicago,IL,41.8755546,-87.6244212,Hales Franciscan
Nabal Jefferson,Nabal,Jefferson,DT,2009,2073,2,0.7444,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Marist
Bruce Gaston,Bruce,Gaston,DT,2010,556,3,0.8701,Purdue,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
Laken Tomlinson,Laken,Tomlinson,OG,2010,625,3,0.867,Duke,Chicago,IL,41.8755546,-87.6244212,Lane Technical
Louis Trinca-Pasat,Louis,Trinca-Pasat,WDE,2010,807,3,0.859,Iowa,Chicago,IL,41.8755546,-87.6244212,Lane Technical
Fabbians Ebbele,Fabbians,Ebbele,OT,2010,992,3,0.8528,Arizona,Chicago,IL,41.8755546,-87.6244212,Simeon
Andy Gallik,Andy,Gallik,OG,2010,1265,3,0.8417,Boston College,Chicago,IL,41.8755546,-87.6244212,Br Rice
Mike Perish,Mike,Perish,PRO,2010,1298,3,0.8417,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Marist
Greg McKee,Greg,McKee,OT,2010,1304,3,0.841,Connecticut,Chicago,IL,41.8755546,-87.6244212,King College Prep
Darrius Moffett,Darrius,Moffett,ILB,2010,1383,3,0.8354,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Hubbard
Da'Ron Brown,Da'Ron,Brown,WR,2010,1481,3,0.8333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Tory Squires,Tory,Squires,WDE,2010,1490,3,0.8333,Ball State,Chicago,IL,41.8755546,-87.6244212,DePaul College Prep
Brian Jones,Brian,Jones,CB,2010,1517,3,0.8323,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Milton Greer,Milton,Greer,RB,2010,1533,3,0.8306,Miami (OH),Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Nathan Ollie,Nathan,Ollie,DT,2010,1871,3,0.8111,Ball State,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Matthew Mosley,Matthew,Mosley,OLB,2010,2046,2,0.7889,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Chris Bryant,Chris,Bryant,OT,2011,516,3,0.8617,Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
James Adeyanju,James,Adeyanju,WDE,2011,606,3,0.8566,Wisconsin,Chicago,IL,41.8755546,-87.6244212,Curie Metropolitan
Mason Fuller,Mason,Fuller,DT,2011,1536,2,0.7915,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Urban Prep Academies
Terry Baggett,Terry,Baggett,RB,2011,1899,2,0.7667,Army,Chicago,IL,41.8755546,-87.6244212,Whitney Young
Demarius Reed,Demarius,Reed,CB,2011,2081,2,0.7582,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
Tim Gorski,Tim,Gorski,OT,2011,2448,2,0.7333,Western Kentucky,Chicago,IL,41.8755546,-87.6244212,St. Rita
Mike Lucas,Mike,Lucas,OG,2011,2549,2,0.7333,Ohio,Chicago,IL,41.8755546,-87.6244212,St. Patrick
Horacito Banks,Horacito,Banks,CB,2011,2628,2,0.7,Ball State,Chicago,IL,41.8755546,-87.6244212,Simeon
Darius Scott,Darius,Scott,ATH,2011,2633,2,0.7,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,Simeon
Jordan Diamond,Jordan,Diamond,OT,2012,97,4,0.9557,Auburn,Chicago,IL,41.8755546,-87.6244212,Simeon
Robert Gregory,Robert,Gregory,DUAL,2012,366,4,0.8915,Purdue,Chicago,IL,41.8755546,-87.6244212,Simeon
Maurice Fleming,Maurice,Fleming,ATH,2012,478,3,0.8797,Iowa,Chicago,IL,41.8755546,-87.6244212,Curie Metropolitan
Vontrell Williams,Vontrell,Williams,DT,2012,582,3,0.8732,Illinois,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Mikhail Dubose,Mikhail,Dubose,WDE,2012,1374,3,0.819,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Hubbard
Mario Jones,Mario,Jones,DT,2012,1488,3,0.8124,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Hubbard
Phillip Martin,Phillip,Martin,DT,2012,1855,2,0.7915,Toledo,Chicago,IL,41.8755546,-87.6244212,Kenwood Academy
Lance Sanders,Lance,Sanders,SDE,2012,1928,2,0.7877,Central Michigan,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
Nick Roach,Nick,Roach,OT,2012,1962,2,0.7842,Western Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Desroy Maxwell,Desroy,Maxwell,SDE,2012,2023,2,0.7806,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Amundsen
Charles Elmore,Charles,Elmore,S,2012,2317,2,0.7667,NoCollege,Chicago,IL,41.8755546,-87.6244212,St. Rita
Dae'Shaun Hurley,Dae'Shaun,Hurley,ATH,2012,2461,2,0.7632,Ball State,Chicago,IL,41.8755546,-87.6244212,Morgan Park
Brandon Greer,Brandon,Greer,S,2012,2533,2,0.7581,Central Michigan,Chicago,IL,41.8755546,-87.6244212,Mount Carmel
Pat O'Connor,Pat,O'Connor,WDE,2012,2693,2,0.7475,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,St Rita Of Cascia
Lance Baggett,Lance,Baggett,DT,2012,2771,2,0.7381,Army,Chicago,IL,41.8755546,-87.6244212,Chicago Military Academy
Corey Thomas,Corey,Thomas,DT,2012,2825,2,0.7333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Aspira Charter
Brian Canoy,Brian,Canoy,DT,2012,2858,2,0.7333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St. Patrick
Ladell Fleming,Ladell,Fleming,OLB,2012,2942,2,0.7331,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Julian
Kenny Golladay,Kenny,Golladay,WR,2012,3041,2,0.7,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,St. Rita
Keith Harris Jr.,Keith,Harris Jr.,RB,2012,3043,2,0.7,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,Leo Catholic
Shaquille Joyner,Shaquille,Joyner,ILB,2012,3098,1,0.6676,NoCollege,Chicago,IL,41.8755546,-87.6244212,Simeon
Ronald Johnson,Ronald,Johnson,CB,2007,16,5,0.9923,USC,Muskegon,MI,43.2341813,-86.2483921,Muskegon
Ashton Leggett,Ashton,Leggett,RB,2007,1094,3,0.8167,Michigan State,Muskegon,MI,43.2341813,-86.2483921,Muskegon
Steven Winston,Steven,Winston,SDE,2008,1553,2,0.7734,Central Michigan,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
Justin Semmes,Justin,Semmes,FB,2009,998,3,0.8479,Miami (OH),Muskegon,MI,43.2341813,-86.2483921,Orchard View
Damon Knox,Damon,Knox,SDE,2011,960,3,0.8366,Michigan State,Muskegon,MI,43.2341813,-86.2483921,Muskegon
Willie Snead,Willie,Snead,WR,2011,2543,2,0.7333,Ball State,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
Juwan Lewis,Juwan,Lewis,RB,2012,782,3,0.8571,Eastern Michigan,Muskegon,MI,43.2341813,-86.2483921,Muskegon
Evan Winston,Evan,Winston,SDE,2012,901,3,0.8478,Missouri,Muskegon,MI,43.2341813,-86.2483921,Muskegon Heights
John Waller,John,Waller,FB,2012,2718,2,0.7431,NoCollege,Muskegon,MI,43.2341813,-86.2483921,North Muskegon
Tyrod Taylor,Tyrod,Taylor,DUAL,2007,17,5,0.9914,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Hampton
Maurice Hampton,Maurice,Hampton,OT,2007,757,3,0.8389,Maryland,Hampton,VA,37.0300969,-76.3452057,Phoebus
Haroon Brown,Haroon,Brown,FB,2007,1349,2,0.7924,Maryland,Hampton,VA,37.0300969,-76.3452057,Phoebus
Landon Givers,Landon,Givers,OLB,2007,1529,2,0.7705,Middle Tennessee State,Hampton,VA,37.0300969,-76.3452057,Phoebus
Tajh Boyd,Tajh,Boyd,PRO,2009,31,5,0.984,Clemson,Hampton,VA,37.0300969,-76.3452057,Phoebus
Dominik Davenport,Dominik,Davenport,DT,2009,406,3,0.882,West Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
James Gayle,James,Gayle,SDE,2009,448,3,0.8778,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Bethel
Shawne Alston,Shawne,Alston,RB,2009,811,3,0.8559,West Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
Tyrel Wilson,Tyrel,Wilson,WDE,2009,836,3,0.8556,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,Hampton
LoVante Battle,LoVante,Battle,S,2009,1789,2,0.7889,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
Rijo Walker,Rijo,Walker,CB,2010,1220,3,0.8448,Virginia,Hampton,VA,37.0300969,-76.3452057,Bethel
Daquan Romero,Daquan,Romero,WDE,2011,597,3,0.8569,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
David Watford,David,Watford,DUAL,2011,769,3,0.8473,Virginia,Hampton,VA,37.0300969,-76.3452057,Hampton
Caleb Taylor,Caleb,Taylor,OLB,2011,845,3,0.8432,Virginia,Hampton,VA,37.0300969,-76.3452057,Phoebus
Romond Deloatch,Romond,Deloatch,WR,2012,1176,3,0.8325,Temple,Hampton,VA,37.0300969,-76.3452057,Phoebus
Jamall Brown,Jamall,Brown,WR,2012,1594,3,0.8074,Virginia,Hampton,VA,37.0300969,-76.3452057,Hampton
Dallas Cogdell,Dallas,Cogdell,RB,2012,1881,2,0.7899,NoCollege,Hampton,VA,37.0300969,-76.3452057,Hampton
Eric Enderson,Eric,Enderson,K,2012,3013,2,0.7098,Delaware,Hampton,VA,37.0300969,-76.3452057,Phoebus
James Wilson,James,Wilson,OT,2007,18,5,0.9896,Florida,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Clyde Yandell,Clyde,Yandell,OT,2007,449,3,0.8639,Georgia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Mario Butler,Mario,Butler,CB,2007,596,3,0.8528,Georgia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Danny Russell,Danny,Russell,SDE,2007,1090,3,0.8177,Connecticut,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Ramon Booi,Ramon,Booi,OG,2008,601,3,0.8622,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Riley Haynes,Riley,Haynes,ILB,2008,715,3,0.8542,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Ted Stachitas,Ted,Stachitas,DUAL,2008,777,3,0.8479,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Dalton Faulds,Dalton,Faulds,OG,2008,871,3,0.8399,East Carolina,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Hunter Bates,Hunter,Bates,S,2008,1311,3,0.8052,Northwestern,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Graham Bates,Graham,Bates,APB,2008,2061,2,0.7,Arkansas State,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Frank Souza,Frank,Souza,OG,2009,588,3,0.8684,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
John Gallagher,John,Gallagher,SDE,2009,710,3,0.8608,Wake Forest,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Matt Roth,Matt,Roth,WDE,2011,633,3,0.8555,Virginia Tech,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Max Chapman,Max,Chapman,WDE,2011,1165,3,0.8242,Northwestern,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Jaylen Hunter,Jaylen,Hunter,OG,2011,2063,2,0.7582,NoCollege,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Kyle Federico,Kyle,Federico,K,2012,1542,3,0.8101,Rutgers,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Ponte Vedra
Denzell Hayden,Denzell,Hayden,ATH,2012,2203,2,0.7682,NoCollege,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Nease
Michael Parrotta,Michael,Parrotta,ATH,2012,2861,2,0.7333,UAB,Ponte Vedra Beach,FL,30.2396865,-81.3856384,Ponte Vedra
Aaron Corp,Aaron,Corp,PRO,2007,19,5,0.9884,USC,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Austin Pettis,Austin,Pettis,WR,2007,545,3,0.8556,Boise State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Blake Ayles,Blake,Ayles,TE,2008,16,5,0.9911,USC,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Ricky Pemasa,Ricky,Pemasa,OLB,2008,995,3,0.8333,Fresno State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Terrence Brown,Terrence,Brown,CB,2009,1406,3,0.8194,Stanford,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Gabe Lemon,Gabe,Lemon,CB,2009,1710,2,0.7889,San Diego State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Sean McEvilly,Sean,McEvilly,DT,2010,972,3,0.8542,Northwestern,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Garret Gilliland,Garret,Gilliland,OLB,2010,1165,3,0.8465,Washington,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Michael Markovsky,Michael,Markovsky,PRO,2011,1886,2,0.7667,Navy,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Lorenzo Devers,Lorenzo,Devers,SDE,2011,2581,2,0.7333,Nevada,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Christo Kourtzidis,Christo,Kourtzidis,TE,2012,217,4,0.9191,Florida State,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Deion Williams,Deion,Williams,OLB,2012,568,3,0.8741,Duke,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Darien Washington,Darien,Washington,S,2012,1481,3,0.8129,Washington,Orange,CA,33.7500378,-117.8704931,Orange Lutheran
Torrey Davis,Torrey,Davis,DT,2007,20,5,0.9878,Florida,Seffner,FL,27.9836329,-82.2756468,Armwood
